word	phones	count
accidentalmente	aksiDentalmente	317
accidente	aksiDente	5133
accidentes	aksiDentes	442
accidentó	aksiDento	11
acción	aksjon	3288
acciona	aksjona	16
accionada	aksjonaDa	3
accionado	aksjonaDo	5
accionamos	aksjonamos	2
accionan	aksjonan	2
accionar	aksjonaR	41
accionarán	aksjonaRan	4
accionaria	aksjonaRja	2
accionario	aksjonaRjo	8
accionarios	aksjonaRjos	2
accionas	aksjonas	7
accione	aksjone	8
accioné	aksjone	2
accionen	aksjonen	2
acciones	aksjones	1441
accionista	aksjonista	53
accionistas	aksjonistas	154
accionó	aksjono	4
acebo	aseBo	23
acecha	aseCa	65
acechaba	aseCaBa	16
acechaban	aseCaBan	3
acechado	aseCaDo	10
acechador	aseCaDoR	20
acechadora	aseCaDoRa	6
acechadores	aseCaDoRes	6
acechan	aseCan	25
acechando	aseCando	90
acechándolo	aseCandolo	2
acechándome	aseCandome	14
acechándonos	aseCandonos	4
acechándote	aseCandote	5
acechanzas	aseCansas	12
acechar	aseCaR	31
acechara	aseCaRa	2
acechará	aseCaRa	6
acecharán	aseCaRan	4
acecharé	aseCaRe	2
acecharemos	aseCaRemos	3
acecharla	aseCaRla	3
acecharme	aseCaRme	11
acecharnos	aseCaRnos	3
acecharte	aseCaRte	4
acechas	aseCas	9
aceches	aseCes	2
acecho	aseCo	67
aceitada	asejtaDa	12
aceitado	asejtaDo	7
aceitamos	asejtamos	3
aceitar	asejtaR	7
aceitarías	asejtaRias	4
aceite	asejte	761
aceiten	asejten	3
aceites	asejtes	36
aceitosa	asejtosa	8
aceitosas	asejtosas	3
aceitoso	asejtoso	11
aceitosos	asejtosos	3
aceituna	asejtuna	22
aceitunas	asejtunas	117
acelera	aseleRa	283
aceleraba	aseleRaBa	13
aceleraban	aseleRaBan	2
aceleración	aseleRasjon	39
acelerada	aseleRaDa	34
aceleradamente	aseleRaDamente	7
aceleradas	aseleRaDas	2
acelerado	aseleRaDo	108
acelerador	aseleRaDoR	158
aceleradores	aseleRaDoRes	7
aceleramos	aseleRamos	13
aceleran	aseleRan	24
acelerando	aseleRando	61
acelerante	aseleRante	20
acelerantes	aseleRantes	6
acelerar	aseleRaR	195
acelerará	aseleRaRa	12
acelerarás	aseleRaRas	4
aceleraremos	aseleRaRemos	4
aceleraría	aseleRaRia	14
acelerarlo	aseleRaRlo	13
acelerarse	aseleRaRse	7
acelerarte	aseleRaRte	2
aceleras	aseleRas	10
aceleraste	aseleRaste	4
acelere	aseleRe	38
aceleré	aseleRe	5
aceleren	aseleRen	10
aceleres	aseleRes	17
acelero	aseleRo	8
aceleró	aseleRo	38
acelga	aselGa	3
acento	asento	542
acentos	asentos	33
acentúa	asentua	5
acentuada	asentwaDa	7
acentuado	asentwaDo	3
acentúan	asentuan	6
acentuar	asentwaR	10
acentuará	asentwaRa	2
acentuarla	asentwaRla	2
acentuarlo	asentwaRlo	2
acentúas	asentuas	3
acentuó	asentwo	2
acentúo	asentuo	2
acepción	asepsjon	2
acepta	asepta	786
aceptaba	aseptaBa	73
aceptaban	aseptaBan	14
aceptabas	aseptaBas	6
aceptabilidad	aseptaBiliDad	2
aceptable	aseptaBle	269
aceptables	aseptaBles	41
aceptación	aseptasjon	119
aceptada	aseptaDa	177
aceptadas	aseptaDas	47
aceptado	aseptaDo	538
aceptados	aseptaDos	37
aceptáis	aseptais	3
acéptala	aseptala	14
acéptalo	aseptalo	187
acéptalos	aseptalos	5
acéptame	aseptame	22
aceptamos	aseptamos	257
aceptan	aseptan	297
aceptando	aseptando	128
aceptándolo	aseptandolo	10
aceptándome	aseptandome	3
aceptar	aseptaR	2044
aceptara	aseptaRa	99
aceptará	aseptaRa	192
aceptáramos	aseptaRamos	2
aceptaran	aseptaRan	21
aceptarán	aseptaRan	71
aceptaras	aseptaRas	50
aceptarás	aseptaRas	65
aceptaré	aseptaRe	335
aceptaremos	aseptaRemos	52
aceptaría	aseptaRia	202
aceptaríamos	aseptaRiamos	5
aceptarían	aseptaRian	36
aceptarias	aseptaRjas	2
aceptarías	aseptaRias	67
aceptarla	aseptaRla	101
aceptarlas	aseptaRlas	12
aceptarlo	aseptaRlo	519
aceptarlos	aseptaRlos	18
aceptarme	aseptaRme	37
aceptarnos	aseptaRnos	11
aceptaron	aseptaRon	245
aceptarse	aseptaRse	7
aceptarte	aseptaRte	18
aceptas	aseptas	472
aceptase	aseptase	2
aceptasen	aseptasen	2
aceptaste	aseptaste	179
acepte	asepte	324
acepté	asepte	384
acéptelo	aseptelo	23
acéptelos	aseptelos	2
aceptemos	aseptemos	44
aceptémoslo	aseptemoslo	39
acepten	asepten	111
acéptenlo	aseptenlo	13
aceptes	aseptes	172
acepto	asepto	1120
aceptó	asepto	502
acequia	asekja	2
acera	aseRa	235
aceras	aseRas	23
acerca	aseRka	6358
acercaba	aseRkaBa	132
acercábamos	aseRkaBamos	10
acercaban	aseRkaBan	23
acercabas	aseRkaBas	5
acercadlo	aseRkadlo	2
acercado	aseRkaDo	93
acércala	aseRkala	3
acércale	aseRkale	5
acércalo	aseRkalo	23
acércame	aseRkame	19
acercamiento	aseRkamjento	172
acercamientos	aseRkamjentos	9
acercamos	aseRkamos	168
acercan	aseRkan	271
acercando	aseRkando	327
acercándome	aseRkandome	24
acercándonos	aseRkandonos	52
acercándose	aseRkandose	212
acercándote	aseRkandote	14
acercante	aseRkante	2
acercaos	aseRkaos	6
acercar	aseRkaR	132
acercara	aseRkaRa	64
acercará	aseRkaRa	66
acercáramos	aseRkaRamos	5
acercaran	aseRkaRan	9
acercarán	aseRkaRan	16
acercaras	aseRkaRas	34
acercarás	aseRkaRas	23
acercaré	aseRkaRe	54
acercaremos	aseRkaRemos	27
acercaría	aseRkaRia	37
acercaríamos	aseRkaRiamos	4
acercarías	aseRkaRias	7
acercarla	aseRkaRla	3
acercarle	aseRkaRle	6
acercarlo	aseRkaRlo	4
acercarlos	aseRkaRlos	7
acercarme	aseRkaRme	313
acercármele	aseRkaRmele	15
acercármeles	aseRkaRmeles	4
acercármelos	aseRkaRmelos	2
acercarnos	aseRkaRnos	166
acercaron	aseRkaRon	36
acercaros	aseRkaRos	5
acercarse	aseRkaRse	412
acercársele	aseRkaRsele	21
acercárseme	aseRkaRseme	3
acercársenos	aseRkaRsenos	2
acercarte	aseRkaRte	247
acercártele	aseRkaRtele	7
acercas	aseRkas	181
acercaste	aseRkaste	54
acércate	aseRkate	438
acércatele	aseRkatele	4
acerco	aseRko	144
acercó	aseRko	338
acero	aseRo	659
aceros	aseRos	11
acerque	aseRke	377
acerqué	aseRke	143
acerquéis	aseRkeis	10
acérquela	aseRkela	2
acerquémonos	aseRkemonos	9
acerquemos	aseRkemos	16
acerquen	aseRken	189
acérquenle	aseRkenle	2
acérquense	aseRkense	234
acerques	aseRkes	611
acérquese	aseRkese	52.5
acérrimo	aserimo	17
acertaba	aseRtaBa	4
acertada	aseRtaDa	51
acertadamente	aseRtaDamente	9
acertadas	aseRtaDas	10
acertado	aseRtaDo	142
acertados	aseRtaDos	15
acertamos	aseRtamos	7
acertando	aseRtando	3
acertar	aseRtaR	53
acertará	aseRtaRa	2
acertaré	aseRtaRe	4
acertaría	aseRtaRia	5
acertarle	aseRtaRle	7
acertarlo	aseRtaRlo	2
acertaron	aseRtaRon	12
acertaste	aseRtaste	67
acerté	aseRte	56
acertijo	aseRtixo	148
acertijos	aseRtixos	89
acertó	aseRto	71
acetato	asetato	5
acético	asetiko	3
acetilcolina	asetilkolina	5
acetona	asetona	14
achaca	aCaka	2
achacado	aCakaDo	2
achacamos	aCakamos	2
achacar	aCakaR	3
achacarle	aCakaRle	4
achacarme	aCakaRme	2
achacaron	aCakaRon	2
achacárselo	aCakaRselo	2
achacó	aCako	3
achaquen	aCaken	2
achaques	aCakes	13
achica	aCika	16
achicado	aCikaDo	3
achicamos	aCikamos	2
achicando	aCikando	12
achicar	aCikaR	25
achicaran	aCikaRan	3
achicaré	aCikaRe	2
achicaremos	aCikaRemos	2
achicarlo	aCikaRlo	2
achicarnos	aCikaRnos	2
achicaron	aCikaRon	5
achicarse	aCikaRse	5
achicharra	aCiCara	2
achicharró	aCiCaro	3
achicó	aCiko	5
achicoria	aCikoRja	14
achique	aCike	2
achiqué	aCike	2
achiquen	aCiken	4
achiques	aCikes	4
achuchoncillo	aCuConsijo	3
aciagos	asjaGos	2
acicalada	asikalaDa	4
acicalado	asikalaDo	5
acicalamiento	asikalamjento	2
acicalan	asikalan	3
acicalando	asikalando	4
acicalarme	asikalaRme	2
acicalarse	asikalaRse	2
ácida	asiDa	38
ácidas	asiDas	16
acidez	asiDes	43
ácido	asiDo	424
ácidos	asiDos	23
acidosis	asiDosis	10
acierta	asjeRta	33
aciertan	asjeRtan	6
aciertas	asjeRtas	22
acierte	asjeRte	9
aciertes	asjeRtes	7
acierto	asjeRto	61
aciertos	asjeRtos	16
aclamación	aklamasjon	6
aclamaciones	aklamasjones	2
aclamada	aklamaDa	8
aclamado	aklamaDo	14
aclamados	aklamaDos	4
aclamamos	aklamamos	7
aclamando	aklamando	4
aclamándote	aklamandote	2
aclamaron	aklamaRon	4
aclamemos	aklamemos	9
aclamen	aklamen	12
aclara	aklaRa	91
aclaraba	aklaRaBa	3
aclaración	aklaRasjon	21
aclaraciones	aklaRasjones	8
aclaradas	aklaRaDas	3
aclarado	aklaRaDo	96
aclárale	aklaRale	4
acláralo	aklaRalo	8
aclárame	aklaRame	15
acláramelo	aklaRamelo	2
aclaramos	aklaRamos	26
aclaran	aklaRan	7
aclarando	aklaRando	29
aclarar	aklaRaR	571
aclarará	aklaRaRa	40
aclaráramos	aklaRaRamos	3
aclararas	aklaRaRas	3
aclararás	aklaRaRas	3
aclararemos	aklaRaRemos	20
aclararía	aklaRaRia	9
aclararle	aklaRaRle	19
aclararles	aklaRaRles	5
aclararlo	aklaRaRlo	76
aclararlos	aklaRaRlos	3
aclararme	aklaRaRme	20
aclarármelo	aklaRaRmelo	9
aclararon	aklaRaRon	9
aclararse	aklaRaRse	19
aclarárselo	aklaRaRselo	3
aclarárselos	aklaRaRselos	2
aclararte	aklaRaRte	40
aclarártelo	aklaRaRtelo	6
aclaras	aklaRas	3
aclaraste	aklaRaste	16
aclárate	aklaRate	3
aclaratoria	aklaRatoRja	3
aclaratorias	aklaRatoRjas	2
aclare	aklaRe	79
aclaré	aklaRe	18
aclárele	aklaRele	2
aclárelo	aklaRelo	2
acláreme	aklaReme	6
aclaremos	aklaRemos	94
aclarémoslo	aklaRemoslo	3
aclaren	aklaRen	8
aclárenlo	aklaRenlo	2
aclares	aklaRes	13
aclaro	aklaRo	46
aclaró	aklaRo	60
aclimata	aklimata	2
aclimatado	aklimataDo	3
aclimatando	aklimatando	3
aclimatará	aklimataRa	2
aclimatarme	aklimataRme	3
aclimatarse	aklimataRse	6
aclimate	aklimate	2
aclimaten	aklimaten	2
acné	akne	84
acobarda	akoBaRDa	6
acobardaba	akoBaRDaBa	3
acobardado	akoBaRDaDo	10
acobardan	akoBaRDan	3
acobardando	akoBaRDando	10
acobardar	akoBaRDaR	7
acobardaras	akoBaRDaRas	2
acobardarás	akoBaRDaRas	5
acobardaría	akoBaRDaRia	2
acobardarías	akoBaRDaRias	4
acobardarme	akoBaRDaRme	8
acobardarse	akoBaRDaRse	4
acobardarte	akoBaRDaRte	7
acobardas	akoBaRDas	5
acobardaste	akoBaRDaste	20
acobarde	akoBaRDe	2
acobardé	akoBaRDe	24
acobardes	akoBaRDes	14
acobardó	akoBaRDo	10
acoge	akoxe	11
acogedor	akoxeDoR	128
acogedora	akoxeDoRa	44
acogedoramente	akoxeDoRamente	2
acógela	akoxela	6
acogemos	akoxemos	3
acogen	akoxen	2
acoger	akoxeR	18
acogerá	akoxeRa	3
acogería	akoxeRia	4
acogerla	akoxeRla	6
acogerlo	akoxeRlo	6
acogerlos	akoxeRlos	2
acogerme	akoxeRme	11
acogernos	akoxeRnos	7
acogerse	akoxeRse	3
acogí	akoxi	2
acogía	akoxia	3
acogida	akoxiDa	66
acogido	akoxiDo	13
acogieron	akoxjeRon	11
acogimos	akoximos	5
acogió	akoxjo	15
acogiste	akoxiste	2
acoja	akoxa	5
acojan	akoxan	4
acojo	akoxo	6
acojona	akoxona	3
acojonado	akoxonaDo	14
acojonamos	akoxonamos	2
acojonando	akoxonando	4
acojonó	akoxono	2
acolchada	akolCaDa	8
acolchadas	akolCaDas	6
acolchado	akolCaDo	23
acolchados	akolCaDos	14
acolchonada	akolConaDa	7
acolchonadas	akolConaDas	4
acolchonado	akolConaDo	7
acolchonados	akolConaDos	2
acolchonamiento	akolConamjento	3
acolchonarlos	akolConaRlos	2
acolchonó	akolCono	2
acólita	akolita	2
acólito	akolito	21
acólitos	akolitos	15
acometer	akometeR	2
acometió	akometjo	3
acomoda	akomoDa	30
acomodaba	akomoDaBa	2
acomodadas	akomoDaDas	3
acomodado	akomoDaDo	28
acomodador	akomoDaDoR	35
acomodadores	akomoDaDoRes	15
acomodados	akomoDaDos	12
acomódala	akomoDala	2
acomódalas	akomoDalas	3
acomódalo	akomoDalo	3
acomodamos	akomoDamos	8
acomodan	akomoDan	8
acomodando	akomoDando	28
acomodándose	akomoDandose	6
acomodar	akomoDaR	82
acomodara	akomoDaRa	2
acomodaré	akomoDaRe	11
acomodaremos	akomoDaRemos	4
acomodarla	akomoDaRla	4
acomodarlas	akomoDaRlas	2
acomodarle	akomoDaRle	3
acomodarlo	akomoDaRlo	6
acomodarlos	akomoDaRlos	6
acomodarme	akomoDaRme	13
acomodarnos	akomoDaRnos	4
acomodaron	akomoDaRon	8
acomodarse	akomoDaRse	19
acomodarte	akomoDaRte	15
acomodas	akomoDas	10
acomodaste	akomoDaste	5
acomódate	akomoDate	33
acomode	akomoDe	12
acomodé	akomoDe	7
acomodemos	akomoDemos	3
acomoden	akomoDen	5
acomódense	akomoDense	18
acomodes	akomoDes	9
acomódese	akomoDese	7
acomodo	akomoDo	25
acomodó	akomoDo	11
acompaña	akompaYa	239
acompañaba	akompaYaBa	52
acompañaban	akompaYaBan	11
acompañabas	akompaYaBas	2
acompañada	akompaYaDa	84
acompañadas	akompaYaDas	9
acompañadla	akompaYadla	2
acompañado	akompaYaDo	179
acompañados	akompaYaDos	19
acompáñala	akompaYala	10
acompáñale	akompaYale	2
acompáñalo	akompaYalo	17
acompáñalos	akompaYalos	7
acompáñame	akompaYame	178
acompañamiento	akompaYamjento	30
acompañamos	akompaYamos	29
acompañan	akompaYan	87
acompañando	akompaYando	34
acompañándola	akompaYandola	3
acompañándome	akompaYandome	8
acompañándonos	akompaYandonos	2
acompáñanos	akompaYanos	54
acompañante	akompaYante	335
acompañantes	akompaYantes	109
acompañar	akompaYaR	221
acompañara	akompaYaRa	75
acompañará	akompaYaRa	160
acompañarán	akompaYaRan	24
acompañaras	akompaYaRas	46
acompañarás	akompaYaRas	45
acompañare	akompaYaRe	9
acompañaré	akompaYaRe	183
acompañaremos	akompaYaRemos	18
acompañaría	akompaYaRia	32
acompañarían	akompaYaRian	2
acompañarías	akompaYaRias	28
acompañarla	akompaYaRla	61
acompañarlas	akompaYaRlas	16
acompañarle	akompaYaRle	17
acompañarlo	akompaYaRlo	79
acompañarlos	akompaYaRlos	54
acompañarme	akompaYaRme	380
acompañarnos	akompaYaRnos	235
acompañaron	akompaYaRon	10
acompañaros	akompaYaRos	2
acompañarte	akompaYaRte	147
acompañas	akompaYas	205
acompañás	akompaYas	6
acompañase	akompaYase	5
acompañe	akompaYe	466
acompañé	akompaYe	43
acompáñeme	akompaYeme	89
acompañemos	akompaYemos	9
acompañen	akompaYen	62
acompáñenme	akompaYenme	50
acompáñennos	akompaYennos	21
acompáñenos	akompaYenos	40
acompañes	akompaYes	67
acompaño	akompaYo	380
acompañó	akompaYo	82
acompasada	akompasaDa	3
acomplejada	akomplexaDa	5
acomplejado	akomplexaDo	8
acomplejarme	akomplexaRme	2
acondicionado	akondisjonaDo	345
acondicionador	akondisjonaDoR	48
acondicionados	akondisjonaDos	10
acondicionamiento	akondisjonamjento	14
acondicionamos	akondisjonamos	2
acondicionar	akondisjonaR	6
acondicionarla	akondisjonaRla	4
acongojada	akoNgoxaDa	7
acongojado	akoNgoxaDo	4
aconseja	akonsexa	42
aconsejable	akonsexaBle	30
aconsejada	akonsexaDa	4
aconsejadas	akonsexaDas	5
aconsejado	akonsexaDo	25
aconsejados	akonsexaDos	9
aconséjame	akonsexame	4
aconsejan	akonsexan	10
aconsejando	akonsexando	26
aconsejándome	akonsexandome	3
aconsejándote	akonsexandote	2
aconsejar	akonsexaR	40
aconsejara	akonsexaRa	9
aconsejará	akonsexaRa	6
aconsejaran	akonsexaRan	2
aconsejaré	akonsexaRe	6
aconsejaría	akonsexaRia	36
aconsejarla	akonsexaRla	3
aconsejarle	akonsexaRle	23
aconsejarles	akonsexaRles	5
aconsejarlo	akonsexaRlo	7
aconsejarlos	akonsexaRlos	2
aconsejarme	akonsexaRme	18
aconsejaron	akonsexaRon	18
aconsejarte	akonsexaRte	33
aconsejas	akonsexas	19
aconsejaste	akonsexaste	14
aconseje	akonsexe	24
aconsejé	akonsexe	33
aconsejo	akonsexo	189
aconsejó	akonsexo	62
acontece	akontese	4
acontecer	akonteseR	2
acontecerán	akonteseRan	2
acontecido	akontesiDo	13
acontecieron	akontesjeRon	2
aconteciese	akontesjese	2
acontecimiento	akontesimjento	157
acontecimientos	akontesimjentos	202
aconteció	akontesjo	7
acopio	akopjo	9
acopla	akopla	3
acoplada	akoplaDa	7
acoplado	akoplaDo	39
acopladores	akoplaDoRes	3
acoplamiento	akoplamjento	37
acoplamientos	akoplamjentos	3
acoplamos	akoplamos	2
acoplan	akoplan	5
acoplando	akoplando	4
acoplar	akoplaR	17
acoplaron	akoplaRon	3
acoplarse	akoplaRse	15
acople	akople	15
acoplen	akoplen	2
acopló	akoplo	3
acorazada	akoRasaDa	47
acorazado	akoRasaDo	37
acorazados	akoRasaDos	6
acordábamos	akoRDaBamos	5
acordaban	akoRDaBan	2
acordabas	akoRDaBas	19
acordada	akoRDaDa	10
acordado	akoRDaDo	213
acordados	akoRDaDos	2
acordáis	akoRDais	14
acordamos	akoRDamos	405
acordando	akoRDando	16
acordar	akoRDaR	186
acordara	akoRDaRa	13
acordará	akoRDaRa	35
acordarán	akoRDaRan	13
acordarás	akoRDaRas	37
acordaré	akoRDaRe	18
acordaremos	akoRDaRemos	14
acordaría	akoRDaRia	35
acordarme	akoRDaRme	114
acordarnos	akoRDaRnos	12
acordaron	akoRDaRon	49
acordaros	akoRDaRos	2
acordarse	akoRDaRse	36
acordarte	akoRDaRte	44
acordaste	akoRDaste	37
acordate	akoRDate	12
acorde	akoRDe	109
acordé	akoRDe	149
acordemos	akoRDemos	12
acordeón	akoRDeon	44
acordeonero	akoRDeoneRo	3
acordeones	akoRDeones	2
acordes	akoRDes	53
acordó	akoRDo	94
acordona	akoRDona	2
acordonada	akoRDonaDa	7
acordonado	akoRDonaDo	6
acordonamos	akoRDonamos	3
acordonando	akoRDonando	6
acordonar	akoRDonaR	10
acordonaré	akoRDonaRe	2
acordone	akoRDone	2
acordonen	akoRDonen	11
acordonó	akoRDono	4
acorrala	akorala	13
acorralaban	akoralaBan	2
acorralada	akoralaDa	21
acorraladas	akoralaDas	5
acorralado	akoralaDo	53
acorralados	akoralaDos	26
acorralamos	akoralamos	9
acorralan	akoralan	11
acorralando	akoralando	13
acorralar	akoralaR	6
acorralarán	akoralaRan	2
acorralarlo	akoralaRlo	6
acorralarlos	akoralaRlos	6
acorralarme	akoralaRme	2
acorralarte	akoralaRte	2
acorralas	akoralas	4
acorralaste	akoralaste	4
acorrale	akorale	8
acorralé	akorale	4
acorralen	akoralen	2
acorrales	akorales	4
acorraló	akoralo	17
acorta	akoRta	18
acortaba	akoRtaBa	3
acortado	akoRtaDo	5
acórtalos	akoRtalos	3
acortamiento	akoRtamjento	3
acortan	akoRtan	8
acortando	akoRtando	10
acortar	akoRtaR	46
acortará	akoRtaRa	5
acortarán	akoRtaRan	2
acortaré	akoRtaRe	2
acortaremos	akoRtaRemos	2
acortarla	akoRtaRla	2
acortarlo	akoRtaRlo	4
acortarse	akoRtaRse	6
acortaste	akoRtaste	2
acorte	akoRte	3
acorté	akoRte	5
acortemos	akoRtemos	2
acortó	akoRto	8
acosa	akosa	53
acosaba	akosaBa	18
acosaban	akosaBan	9
acosabas	akosaBas	5
acosada	akosaDa	22
acosado	akosaDo	52
acosador	akosaDoR	169
acosadora	akosaDoRa	50
acosadoras	akosaDoRas	3
acosadores	akosaDoRes	23
acosados	akosaDos	14
acosamos	akosamos	2
acosan	akosan	33
acosando	akosando	116
acosándolo	akosandolo	2
acosándolos	akosandolos	3
acosándome	akosandome	30
acosándonos	akosandonos	2
acosándote	akosandote	12
acosar	akosaR	52
acosará	akosaRa	3
acosarán	akosaRan	4
acosaras	akosaRas	2
acosaré	akosaRe	2
acosaremos	akosaRemos	3
acosaría	akosaRia	2
acosarla	akosaRla	9
acosarlo	akosaRlo	11
acosarlos	akosaRlos	2
acosarme	akosaRme	30
acosarnos	akosaRnos	2
acosaron	akosaRon	8
acosarte	akosaRte	16
acosas	akosas	23
acose	akose	7
acosé	akose	5
acosen	akosen	13
acoses	akoses	6
acoso	akoso	332
acosó	akoso	25
acostaba	akostaBa	146
acostábamos	akostaBamos	11
acostaban	akostaBan	19
acostabas	akostaBas	54
acostada	akostaDa	151
acostadas	akostaDas	7
acostado	akostaDo	482
acostados	akostaDos	46
acostamos	akostamos	127
acostando	akostando	166
acostándome	akostandome	36
acostándonos	akostandonos	4
acostándose	akostandose	59
acostándote	akostandote	51
acostar	akostaR	266
acostara	akostaRa	54
acostará	akostaRa	20
acostarais	akostaRajs	2
acostáramos	akostaRamos	3
acostaran	akostaRan	2
acostarán	akostaRan	9
acostaras	akostaRas	24
acostarás	akostaRas	30
acostaré	akostaRe	88
acostaremos	akostaRemos	17
acostaría	akostaRia	63
acostaríamos	akostaRiamos	3
acostarían	akostaRian	2
acostarías	akostaRias	27
acostarlo	akostaRlo	12
acostarme	akostaRme	471
acostarnos	akostaRnos	80
acostaron	akostaRon	55
acostarse	akostaRse	505
acostarte	akostaRte	501
acostaste	akostaste	458
acostasteis	akostastejs	3
acosté	akoste	469
acostémonos	akostemonos	8
acostemos	akostemos	9
acostumbra	akostumbRa	94
acostumbraba	akostumbRaBa	65
acostumbrábamos	akostumbRaBamos	7
acostumbraban	akostumbRaBan	5
acostumbrabas	akostumbRaBas	7
acostumbrada	akostumbRaDa	297
acostumbradas	akostumbRaDas	17
acostumbrado	akostumbRaDo	447
acostumbrador	akostumbRaDoR	2
acostumbrados	akostumbRaDos	104
acostumbramos	akostumbRamos	29
acostumbran	akostumbRan	33
acostumbrando	akostumbRando	93
acostumbrándome	akostumbRandome	8
acostumbrándote	akostumbRandote	9
acostumbraos	akostumbRaos	2
acostumbrar	akostumbRaR	31
acostumbrará	akostumbRaRa	15
acostumbraran	akostumbRaRan	2
acostumbrarán	akostumbRaRan	11
acostumbraras	akostumbRaRas	3
acostumbrarás	akostumbRaRas	85
acostumbraré	akostumbRaRe	32
acostumbraría	akostumbRaRia	4
acostumbrarme	akostumbRaRme	147
acostumbrarnos	akostumbRaRnos	26
acostumbraron	akostumbRaRon	8
acostumbrarse	akostumbRaRse	125
acostumbrarte	akostumbRaRte	76
acostumbras	akostumbRas	103
acostumbraste	akostumbRaste	6
acostúmbrate	akostumbRate	110
acostumbre	akostumbRe	34
acostumbré	akostumbRe	56
acostumbrémonos	akostumbRemonos	4
acostumbremos	akostumbRemos	7
acostumbren	akostumbRen	15
acostúmbrense	akostumbRense	20
acostumbres	akostumbRes	61
acostúmbrese	akostumbRese	10
acostumbro	akostumbRo	90
acostumbró	akostumbRo	26
acota	akota	4
acotación	akotasjon	11
acotaciones	akotasjones	5
acotada	akotaDa	2
acotar	akotaR	11
acre	akRe	34
acrecentado	akResentaDo	2
acrecentar	akResentaR	4
acrecienta	akResjenta	5
acreditación	akReDitasjon	41
acreditada	akReDitaDa	7
acreditado	akReDitaDo	11
acreditan	akReDitan	2
acreditarán	akReDitaRan	3
acreditaron	akReDitaRon	2
acreditarse	akReDitaRse	2
acreditas	akReDitas	2
acredite	akReDite	6
acrediten	akReDiten	2
acreditó	akReDito	2
acreedor	akReeDoR	10
acreedores	akReeDoRes	37
acres	akRes	81
acribillada	akRiBijaDa	2
acribillado	akRiBijaDo	11
acribillan	akRiBijan	4
acribillar	akRiBijaR	4
acribillarlo	akRiBijaRlo	2
acribillaron	akRiBijaRon	6
acribillen	akRiBijen	2
acribilló	akRiBijo	3
acrílicas	akRilikas	3
acrílico	akRiliko	14
acristalado	akRistalaDo	3
acrobacia	akRoBasja	23
acrobacias	akRoBasjas	50
acróbata	akRoBata	34
acróbatas	akRoBatas	15
acrobáticas	akRoBatikas	2
acrobático	akRoBatiko	3
acrobáticos	akRoBatikos	2
acrónimo	akRonimo	10
acrópolis	akRopolis	10
acróstico	akRostiko	2
acta	akta	197
actas	aktas	53
actitud	aktitud	1159
actitudes	aktituDes	57
activa	aktiBa	405
activaba	aktiBaBa	3
activaban	aktiBaBan	2
activación	aktiBasjon	144
activaciones	aktiBasjones	4
activada	aktiBaDa	114
activadas	aktiBaDas	22
activado	aktiBaDo	260
activador	aktiBaDoR	5
activadores	aktiBaDoRes	5
activados	aktiBaDos	39
actívala	aktiBala	3
actívalo	aktiBalo	4
activamente	aktiBamente	40
activamos	aktiBamos	11
activan	aktiBan	32
activando	aktiBando	77
activándose	aktiBandose	4
activar	aktiBaR	275
activara	aktiBaRa	17
activará	aktiBaRa	45
activarán	aktiBaRan	14
activarás	aktiBaRas	5
activaré	aktiBaRe	27
activaremos	aktiBaRemos	8
activaría	aktiBaRia	7
activarla	aktiBaRla	15
activarlas	aktiBaRlas	2
activarlo	aktiBaRlo	25
activaron	aktiBaRon	44
activarse	aktiBaRse	19
activas	aktiBas	50
activaste	aktiBaste	14
active	aktiBe	59
activé	aktiBe	22
actívelo	aktiBelo	2
activemos	aktiBemos	6
activen	aktiBen	30
actívenla	aktiBenla	3
actividad	aktiBiDad	906
activismo	aktiBismo	15
activista	aktiBista	115
activistas	aktiBistas	60
activo	aktiBo	388
activó	aktiBo	117
activos	aktiBos	206
acto	akto	1595
actor	aktoR	1232
actorcito	aktoRsito	4
actores	aktoRes	721
actos	aktos	570
actrices	aktRises	132
actriz	aktRis	780
actúa	aktua	726
actuaba	aktwaBa	130
actuábamos	aktwaBamos	9
actuaban	aktwaBan	28
actuabas	aktwaBas	18
actuación	aktwasjon	874
actuaciones	aktwasjones	81
actuad	aktwad	2
actuado	aktwaDo	157
actuados	aktwaDos	2
actual	aktwal	762
actuales	aktwales	164
actualicen	aktwalisen	4
actualícense	aktwalisense	2
actualices	aktwalises	9
actualidad	aktwaliDad	141
actualiza	aktwalisa	15
actualización	aktwalisasjon	93
actualizaciones	aktwalisasjones	48
actualizada	aktwalisaDa	33
actualizadas	aktwalisaDas	5
actualizado	aktwalisaDo	59
actualizados	aktwalisaDos	19
actualizamos	aktwalisamos	7
actualizar	aktwalisaR	62
actualizarlas	aktwalisaRlas	2
actualizarlo	aktwalisaRlo	4
actualizarlos	aktwalisaRlos	3
actualizarme	aktwalisaRme	7
actualizarnos	aktwalisaRnos	5
actualizaron	aktwalisaRon	2
actualizaste	aktwalisaste	3
actualízate	aktwalisate	4
actualizo	aktwaliso	8
actualizó	aktwaliso	7
actualmente	aktwalmente	435
actúalo	aktualo	2
actuamos	aktwamos	93
actúan	aktuan	217
actuando	aktwando	784
actuar	aktwaR	1822
actuara	aktwaRa	41
actuará	aktwaRa	39
actuarán	aktwaRan	25
actuarás	aktwaRas	22
actuaré	aktwaRe	27
